6,23,29,22,26,30,14,18,24,23,18,13,19,18,5,33,2,10,8,7,11,4,2,30,5,29,30,34,22,15,25,2,1,30,33,14,24,36,19,36,17,33,11,6,26,34,12,1,6,32,3,35,7,20,36,13,23,21,12,3,5,11,9,13,21,33,23,25,6,12,2,12,35,36,17,8,9,35,21,32,15,32,22,29,0,17,16,16,25,8,7,4,12,7,34,9,34,31,3,2,
19,0,29,27,10,31,33,23,34,6,12,32,13,3,23,0,20,17,19,2,26,35,30,28,15,17,15,33,14,28,23,34,27,26,23,16,15,13,10,17,15,36,29,34,6,11,29,33,18,0,24,16,5,16,0,20,8,21,25,19,32,10,5,26,5,12,19,30,28,6,21,0,4,34,3,18,32,0,15,25,18,30,14,29,25,18,6,12,29,5,29,2,18,30,27,16,7,26,27,34,
8,5,4,0,13,17,0,27,16,23,30,24,29,9,4,16,34,32,36,13,0,5,5,3,18,19,18,21,17,34,14,6,12,30,19,11,24,31,28,6,11,24,23,24,23,3,14,3,6,19,0,19,23,23,35,34,10,0,21,34,36,19,7,8,25,4,12,24,11,12,35,9,10,16,25,21,15,19,0,14,18,34,30,28,21,15,31,35,34,27,23,1,25,5,14,7,24,16,18,32,
14,18,35,17,14,32,29,17,25,16,36,30,4,26,8,30,9,3,32,13,28,11,11,26,14,15,1,5,16,35,13,5,25,3,18,23,7,19,5,22,23,28,5,25,34,24,33,8,17,18,22,33,10,14,4,28,23,4,20,27,3,0,28,23,6,32,15,11,14,0,24,31,31,13,11,17,11,26,1,19,10,2,25,6,8,14,21,3,4,16,14,5,2,1,19,12,21,26,27,22,
15,18,27,14,36,36,29,13,8,16,16,25,10,29,13,30,2,36,17,32,6,24,0,12,35,16,1,8,8,6,2,7,22,22,6,24,9,15,33,6,22,27,28,34,1,6,22,11,20,9,17,10,22,1,9,15,13,36,5,17,7,2,34,19,14,17,18,15,21,2,30,10,29,23,4,23,35,21,4,26,22,24,36,2,26,30,28,13,5,9,12,5,20,15,31,13,28,1,11,7,
15,25,28,0,18,14,28,19,0,28,33,34,20,32,10,27,20,26,24,0,30,15,7,3,5,25,8,20,4,26,3,1,21,12,13,7,28,4,7,10,10,25,32,36,14,35,28,29,19,17,24,6,12,10,35,34,10,3,25,35,11,5,2,11,17,24,8,0,15,5,15,3,6,20,29,24,18,33,22,9,4,27,10,4,36,20,16,18,36,15,26,28,25,12,20,31,19,12,30,0,
17,4,13,27,11,6,18,17,18,10,20,17,3,4,11,9,21,11,10,11,6,30,12,2,33,34,10,18,29,29,27,15,5,2,32,31,16,13,10,25,14,10,2,3,20,25,20,3,33,30,7,22,18,2,11,16,18,33,9,24,32,10,30,30,30,29,21,8,26,35,23,27,0,28,23,17,24,15,34,14,18,22,28,11,36,0,12,2,33,7,21,7,7,3,36,30,12,19,7,25,
3,24,5,33,20,33,12,5,15,7,20,25,18,23,10,14,8,3,24,0,29,2,30,25,11,35,0,8,26,31,3,2,6,19,24,3,18,27,28,19,21,33,12,31,33,30,32,17,29,18,31,23,21,7,11,29,20,33,23,10,28,28,1,10,5,11,27,3,29,10,0,4,3,24,28,6,36,34,34,28,28,5,35,16,2,12,1,30,3,5,0,12,15,7,8,0,34,18,16,31,
9,22,2,24,23,22,30,16,1,16,30,0,22,9,24,36,24,9,15,31,35,16,10,19,30,22,22,8,28,6,3,4,2,10,17,26,8,25,7,18,10,34,25,35,9,32,35,7,15,22,25,23,22,17,15,35,1,28,13,11,34,14,19,15,31,8,36,17,20,29,34,30,2,19,25,33,19,36,36,33,26,18,11,9,15,22,15,1,32,3,25,7,25,27,20,1,25,20,31,26,
0,1,3,19,14,25,11,20,26,18,33,19,34,32,21,23,26,33,20,32,32,33,31,32,18,6,24,18,18,30,3,7,15,18,23,18,18,10,6,4,12,30,16,3,19,18,30,16,35,15,6,12,28,6,16,5,21,34,33,7,29,17,36,6,25,0,34,36,32,30,26,25,16,16,11,20,8,33,13,13,4,21,16,31,32,9,32,18,21,36,3,7,16,18,2,1,35,10,36,4,
18,34,20,27,30,34,0,7,20,31,5,14,11,34,17,36,3,9,10,16,21,20,8,18,31,20,4,20,32,9,14,33,6,6,28,6,21,2,35,17,24,30,15,21,28,9,27,30,34,10,14,33,9,30,6,10,13,34,22,2,3,30,5,18,14,3,23,5,6,9,28,36,9,34,24,34,2,24,25,32,26,2,34,0,17,3,25,21,32,9,3,36,3,16,3,20,2,15,14,24,
11,9,28,24,34,32,31,17,13,5,22,4,14,35,0,36,36,1,16,6,28,1,10,22,9,21,9,33,36,23,21,3,16,2,34,17,21,17,33,30,10,12,27,11,4,1,4,17,12,11,22,28,36,23,0,7,2,30,25,23,2,27,10,33,12,4,27,33,11,0,13,26,23,18,23,21,17,17,34,33,7,9,15,9,17,20,19,9,28,20,14,4,4,9,31,35,34,27,27,6,
12,10,14,35,28,24,32,6,29,8,25,11,29,36,9,17,28,32,9,35,4,34,22,20,30,18,31,25,14,25,31,15,8,20,2,23,30,8,27,24,23,31,28,11,22,27,24,35,34,32,16,4,14,29,13,23,32,5,4,32,20,9,13,6,20,32,24,16,20,26,22,3,25,28,14,5,16,15,31,6,24,3,14,1,26,8,4,16,18,33,9,9,18,14,33,6,19,30,19,16,
3,24,3,25,32,20,22,16,22,11,15,33,24,17,27,33,21,2,29,28,3,23,7,31,11,1,28,12,0,4,0,32,9,32,26,22,22,24,28,24,13,8,11,27,13,32,2,12,25,30,2,15,9,21,6,7,15,34,18,36,32,32,23,13,32,1,33,35,14,8,29,11,26,28,32,4,25,27,26,4,35,25,30,34,30,32,31,36,24,16,24,14,17,31,21,12,19,12,36,9,
23,13,6,36,13,33,14,13,10,2,32,9,29,1,33,23,20,13,27,30,4,30,34,20,12,3,16,27,13,14,21,32,26,12,31,33,34,27,27,4,32,21,1,8,25,35,6,24,23,19,30,19,33,20,14,6,9,24,5,28,14,26,9,32,15,16,20,24,18,21,12,35,33,9,14,22,0,4,22,19,25,30,18,9,5,3,2,31,20,31,5,8,29,36,14,5,12,28,14,6,
9,9,12,6,15,0,28,28,36,34,35,28,1,9,24,6,22,27,30,25,20,15,36,31,26,32,9,22,29,11,17,35,18,21,36,3,7,22,30,34,0,32,16,34,2,1,8,16,36,31,10,1,12,7,34,35,1,2,16,33,35,19,2,16,33,12,16,11,7,34,7,19,12,3,25,24,36,24,25,3,1,11,10,15,31,36,34,15,23,16,18,4,0,28,32,33,0,5,21,12,
2,13,9,22,21,12,1,9,25,5,35,21,18,2,12,30,36,18,34,26,29,21,25,34,35,14,17,11,34,30,9,21,6,23,29,27,2,35,1,10,4,23,28,6,20,9,18,9,11,31,6,16,32,18,9,29,7,26,5,21,9,0,25,11,23,23,9,36,34,14,6,22,20,2,28,0,13,5,12,17,25,2,4,36,6,25,25,26,30,20,35,0,15,31,7,7,29,25,36,7,
26,26,32,17,13,9,15,2,36,30,13,33,10,31,7,12,6,9,15,31,28,30,34,3,5,5,4,31,30,35,34,21,6,18,27,0,36,5,28,20,16,24,20,0,34,30,7,10,36,20,22,25,18,13,24,14,4,23,35,25,19,10,11,14,13,34,3,33,4,11,21,18,2,10,2,29,20,27,23,34,30,27,14,15,30,7,0,32,36,15,31,6,23,36,31,5,29,9,25,16,
6,28,33,22,6,31,14,17,34,2,19,5,7,33,3,13,32,30,10,10,24,0,9,1,2,6,3,27,4,9,22,18,33,35,20,12,30,14,26,17,30,32,9,27,31,11,36,32,21,35,12,31,24,5,32,2,22,5,33,0,32,7,28,5,16,3,2,9,1,18,11,31,3,33,36,15,13,29,5,15,3,12,5,15,0,8,30,31,30,6,15,23,19,34,5,11,19,18,32,25,
1,8,19,22,8,32,31,7,23,20,16,31,27,35,27,17,3,31,5,36,6,12,4,1,26,10,24,24,30,23,27,18,33,13,25,18,8,4,34,9,35,4,4,36,1,15,36,28,35,19,12,18,14,31,4,26,33,20,6,32,25,32,10,7,19,28,20,4,19,12,2,22,5,24,7,16,35,18,1,35,26,31,17,10,5,17,29,30,2,22,26,2,8,36,3,13,18,2,27,2,
7,27,4,16,32,14,19,25,24,8,31,22,15,27,9,10,33,8,22,34,29,27,35,13,10,16,22,4,25,21,23,18,23,13,16,17,17,11,30,14,5,31,32,16,31,36,17,11,2,10,6,0,21,6,34,1,2,15,30,2,26,18,14,30,6,24,19,19,27,11,1,33,17,12,4,27,33,3,28,23,15,12,27,29,13,25,7,21,29,21,24,15,30,14,11,29,3,12,5,20,
6,8,36,6,36,35,18,4,1,8,15,19,23,31,19,9,12,14,31,4,21,19,2,8,3,26,10,26,0,14,12,29,13,19,10,28,33,10,10,19,34,26,25,6,12,36,30,15,32,34,7,9,28,10,2,2,22,33,26,33,11,19,2,4,25,31,11,7,9,7,32,15,20,12,5,28,3,12,33,15,1,30,16,30,8,0,10,32,8,15,20,19,31,24,29,25,6,6,30,19,
27,13,34,7,13,13,14,35,31,12,17,27,35,36,23,7,5,0,14,2,14,10,20,21,3,27,21,36,28,35,11,0,10,32,17,3,28,18,0,14,22,21,6,29,23,28,0,26,1,4,8,30,6,25,32,4,11,36,5,29,22,23,2,18,15,4,22,35,32,5,25,23,10,22,18,26,3,34,17,13,29,4,29,26,27,34,32,28,1,36,19,27,30,13,9,13,11,35,5,19,
18,2,26,11,29,30,31,10,20,2,7,27,7,20,28,22,30,23,8,18,35,19,20,36,14,2,6,13,23,4,28,1,12,1,24,18,20,26,31,14,1,5,31,5,25,24,3,25,26,3,4,21,30,5,2,35,14,22,3,13,0,29,5,26,18,3,11,10,36,12,1,15,6,19,26,7,9,31,32,30,10,0,32,35,28,20,34,25,8,9,34,11,21,22,23,36,9,23,28,26,
19,34,19,4,8,34,4,14,22,0,22,7,13,17,31,22,30,23,23,6,18,18,15,26,27,24,33,19,32,3,0,35,25,0,10,23,12,30,13,1,25,12,16,5,13,36,12,14,20,8,34,0,32,0,22,3,13,2,4,29,3,27,19,21,17,18,14,26,4,5,21,22,10,16,2,7,3,0,33,35,10,35,31,10,5,33,10,32,0,17,3,29,14,24,7,7,1,6,22,12,
18,36,36,34,5,19,11,19,34,23,3,7,8,7,31,29,30,4,36,12,19,36,30,36,30,4,21,16,17,14,8,19,24,32,17,6,35,34,20,18,3,16,1,18,35,20,13,16,22,11,4,3,33,15,12,21,35,3,8,0,4,2,8,7,14,3,8,17,0,34,36,16,12,27,26,26,11,10,16,33,18,26,9,19,13,17,26,32,5,3,18,2,28,31,19,26,24,6,32,15,
26,25,13,34,27,34,2,35,11,10,30,17,32,18,28,24,20,22,10,6,0,4,14,32,16,22,22,5,12,36,21,11,26,23,29,33,30,11,24,4,14,2,35,11,32,5,28,10,11,31,9,23,2,5,28,24,7,3,15,12,9,21,23,32,35,31,36,18,35,31,20,4,0,6,26,30,4,10,5,4,13,31,16,16,33,17,30,30,12,36,12,24,21,31,6,10,7,0,21,26,
32,16,6,29,13,24,33,9,23,20,3,18,15,15,10,16,7,24,24,7,24,0,22,19,8,31,6,10,27,7,32,22,24,11,32,32,14,1,13,29,0,36,16,8,20,3,3,28,13,21,13,25,10,15,35,28,29,33,28,24,10,12,26,21,27,26,9,11,1,10,3,16,28,15,32,17,27,1,27,28,7,23,3,11,14,28,11,22,17,22,21,33,7,25,20,2,8,31,4,22,
28,5,29,27,6,10,29,11,22,9,7,14,32,11,20,3,16,26,0,16,16,4,24,7,1,18,35,9,24,1,17,27,13,32,17,5,35,18,28,2,24,31,29,15,6,3,23,25,19,15,1,12,14,36,12,21,1,8,9,13,28,5,31,2,32,33,20,5,23,29,9,12,18,29,11,16,0,15,15,28,35,33,29,18,8,27,19,13,10,21,14,29,19,10,34,24,35,34,36,13,
31,6,10,33,16,29,23,25,4,1,11,4,12,27,24,36,9,10,8,33,27,9,4,31,22,23,7,27,11,14,28,33,4,24,28,3,11,15,17,7,0,17,17,22,16,1,13,32,14,2,12,16,33,20,12,20,0,30,7,17,16,35,22,1,23,11,27,14,18,18,13,19,9,33,21,24,31,24,5,18,26,25,17,14,8,17,32,27,27,5,23,34,30,9,34,9,20,12,0,9,
15,26,2,6,35,8,23,31,12,24,15,32,9,36,13,27,12,35,8,17,6,13,5,15,34,7,4,6,12,29,4,3,33,24,36,29,17,11,8,30,36,2,22,25,3,30,11,26,1,14,31,18,5,22,34,32,33,4,33,7,16,5,13,26,4,28,34,9,15,19,36,11,9,24,8,5,20,27,34,27,34,17,18,7,28,17,34,27,10,14,4,36,8,11,4,26,25,34,8,9,
29,24,9,25,9,14,6,13,32,16,5,25,33,3,33,26,7,22,2,35,0,12,26,17,7,35,24,19,33,33,35,34,24,30,33,15,20,26,15,33,31,22,16,7,11,26,21,7,27,8,31,1,25,9,32,0,12,32,30,11,14,16,17,32,24,31,27,2,34,12,30,19,1,5,13,19,0,31,7,18,6,5,4,30,4,26,20,28,27,32,10,11,31,10,8,14,6,30,28,15,
22,5,3,7,34,15,9,12,33,28,27,36,17,35,7,4,0,9,7,13,25,21,30,16,10,20,27,32,15,32,33,27,20,17,13,16,19,34,9,0,20,26,10,21,20,12,5,23,1,3,24,32,25,32,36,5,5,19,32,25,1,8,35,21,8,16,19,32,8,9,20,1,8,33,33,7,14,32,12,14,3,9,16,32,32,7,0,12,36,14,16,35,27,19,29,18,12,31,12,33,
24,36,32,24,1,10,31,11,16,32,7,3,29,35,6,33,31,15,29,33,11,17,33,35,12,13,28,10,4,36,8,32,7,9,10,34,13,7,30,30,7,24,15,34,11,3,11,5,14,30,18,2,24,22,16,16,35,2,13,11,21,31,33,11,15,7,2,30,24,12,27,3,2,32,3,22,7,7,4,12,26,8,33,14,31,27,7,17,20,28,9,7,10,24,26,14,31,1,2,23,
11,7,23,12,15,8,14,22,32,14,31,30,35,22,20,24,22,36,32,13,20,28,12,21,2,20,26,30,1,34,7,29,32,15,28,9,1,15,13,22,0,28,9,7,27,29,22,14,14,17,14,33,35,35,9,16,12,19,20,32,34,19,3,28,17,23,2,30,24,10,33,12,12,0,10,26,3,14,17,9,19,3,1,28,17,27,1,8,15,24,34,22,10,20,7,6,22,18,27,15,
31,10,8,18,21,7,0,11,28,4,8,35,12,33,25,13,2,36,4,27,2,18,5,15,20,21,0,11,36,36,7,6,5,2,7,4,31,32,35,31,15,9,20,11,36,1,13,25,23,15,15,30,20,35,36,32,32,9,17,29,29,29,8,19,12,20,15,35,2,14,15,14,18,13,34,18,2,0,35,24,0,4,30,22,24,0,26,26,15,21,31,20,5,8,13,7,3,34,36,12,
28,19,9,32,1,12,33,26,31,35,11,17,8,12,31,30,5,4,20,4,33,21,25,36,27,6,20,3,33,9,4,1,0,10,32,4,32,19,28,34,18,11,17,15,35,20,24,16,11,21,6,11,14,5,36,15,31,14,3,31,3,1,14,26,30,33,16,33,1,13,15,36,24,27,8,29,8,28,4,22,33,9,20,9,10,4,28,28,18,36,26,10,5,4,31,10,21,12,11,16,
16,0,16,32,13,12,32,7,18,1,12,26,14,21,2,27,27,27,32,18,35,10,1,12,16,0,31,25,28,29,25,35,30,14,23,13,0,30,9,34,27,12,10,29,3,24,32,25,3,6,30,32,12,26,7,4,1,4,17,35,3,16,29,24,30,14,13,28,27,15,2,27,2,18,28,5,2,30,15,25,26,16,7,10,25,6,29,9,28,22,0,15,22,26,31,33,18,13,25,0,
0,22,12,30,13,25,21,9,31,11,14,25,0,16,0,2,3,19,0,21,20,5,33,7,13,14,25,21,0,35,13,1,13,10,7,1,12,27,36,31,23,8,25,5,29,16,20,11,5,12,35,29,6,11,23,0,2,14,16,28,15,33,8,7,23,9,36,11,26,5,13,12,24,28,32,9,27,21,14,6,23,0,17,29,33,28,6,5,5,18,16,24,35,18,29,9,3,27,16,18,
25,1,5,16,31,20,24,20,7,29,19,10,19,31,31,32,31,3,19,24,0,19,19,27,15,31,8,12,7,14,10,8,26,16,36,1,26,20,31,20,12,34,35,12,6,30,6,10,2,26,13,0,19,18,16,7,30,31,13,11,9,11,35,6,18,33,10,10,17,33,12,35,9,3,16,7,25,4,21,9,13,36,14,26,30,15,23,19,11,36,1,11,25,22,27,20,4,8,26,2,
13,3,19,31,26,8,16,1,28,12,34,35,1,26,12,15,10,35,3,17,14,23,33,21,5,32,32,31,23,22,11,21,18,19,32,8,28,1,15,25,19,23,29,30,3,28,29,2,31,22,24,10,10,22,4,18,8,9,8,25,28,31,21,5,18,4,27,30,36,4,9,15,26,11,20,11,17,0,30,16,14,1,18,34,22,29,20,36,10,14,1,6,31,35,35,18,29,13,18,3,
20,7,5,33,10,20,28,21,25,20,3,0,26,20,28,34,11,10,4,36,16,1,33,14,4,34,15,1,34,17,29,21,34,34,16,11,32,17,33,26,29,3,6,29,13,3,21,8,31,16,16,10,36,18,3,35,5,31,20,17,9,30,11,14,24,21,34,32,2,14,6,34,14,22,7,24,33,8,10,11,19,18,25,25,33,24,2,6,22,4,24,27,30,26,14,0,12,10,16,16,
7,11,26,13,34,12,16,33,22,17,31,22,12,11,24,5,26,4,9,5,9,2,4,5,15,11,12,9,34,11,16,21,7,27,0,28,17,31,24,33,36,33,23,7,25,9,11,20,19,19,2,10,3,24,8,25,3,30,21,25,14,27,6,22,1,23,19,23,14,22,5,8,35,36,12,28,25,19,7,12,14,10,9,3,35,26,1,27,26,36,13,3,13,11,28,4,26,27,21,23,
24,21,16,27,2,24,8,23,18,25,15,25,32,14,10,36,6,2,20,32,32,28,20,9,8,19,31,27,20,6,20,4,35,2,6,10,36,25,21,10,3,10,29,30,34,23,10,24,21,5,5,1,0,11,29,36,16,36,7,34,20,0,10,35,19,3,34,9,10,5,14,35,3,33,4,19,29,35,34,20,25,29,12,35,30,8,26,16,3,2,31,9,6,15,24,27,33,23,29,30,
16,16,14,22,35,15,34,36,21,4,30,16,11,12,22,25,33,32,23,23,24,27,9,30,8,36,22,2,35,15,27,34,4,7,8,0,14,16,6,34,22,21,0,22,2,32,23,20,22,8,15,10,1,27,27,35,1,4,6,3,16,28,19,1,24,25,33,9,4,3,22,30,13,24,25,32,23,29,28,8,6,30,15,25,31,30,15,6,1,32,0,17,15,31,26,25,31,17,20,11,
21,0,32,18,20,34,10,7,27,23,22,7,7,32,0,9,2,19,0,14,10,36,34,14,7,2,35,25,35,1,12,36,13,18,13,35,16,30,27,13,30,2,1,11,6,28,0,28,24,32,9,8,21,4,31,35,17,27,25,5,34,4,28,5,15,5,35,17,12,23,1,34,22,9,15,26,16,30,23,15,26,22,7,33,19,13,0,27,20,0,28,8,0,32,1,36,30,17,6,33,
19,18,36,17,8,14,34,32,10,7,21,24,30,20,5,0,3,3,9,27,5,2,23,24,14,18,32,30,25,34,21,7,12,34,5,4,12,19,11,6,13,4,9,21,14,3,21,30,8,32,28,12,2,18,21,0,12,4,12,34,11,5,10,9,13,15,11,4,25,18,30,10,10,12,18,18,25,9,12,25,33,30,0,26,15,2,11,23,11,28,8,26,22,17,2,36,5,11,30,36,
31,14,12,7,20,29,13,20,27,23,7,24,7,2,26,17,32,20,30,15,23,29,14,7,29,22,6,25,36,0,19,24,3,1,34,15,25,24,9,33,24,30,24,22,30,21,19,16,16,36,12,16,4,18,19,20,9,27,36,18,35,9,24,32,26,27,14,3,23,17,5,2,6,1,28,7,31,3,14,29,4,1,27,1,7,29,5,2,29,22,15,11,11,33,7,2,20,17,9,34,
12,23,12,7,16,0,22,18,20,19,25,16,5,25,2,33,4,16,28,14,35,5,35,28,35,27,15,7,21,36,36,33,25,3,6,6,4,2,21,23,26,12,10,18,11,8,9,28,15,12,12,30,28,4,24,23,14,24,21,4,36,19,14,14,22,11,6,15,21,14,8,24,1,15,31,10,20,11,14,4,28,4,0,36,23,6,22,13,24,1,2,31,16,23,10,23,18,19,14,11,
20,33,10,30,31,3,26,13,29,17,30,2,36,33,5,31,18,2,17,33,31,15,19,19,17,1,18,12,33,3,0,22,31,29,32,0,1,10,22,30,5,31,30,30,7,18,16,28,12,4,15,25,17,11,20,7,10,5,34,17,8,10,3,14,13,35,0,14,7,7,32,36,4,35,14,0,18,23,14,35,22,36,8,3,15,17,12,4,23,16,6,20,2,7,29,34,20,3,11,13,
10,36,30,8,13,36,9,19,20,23,4,4,18,24,25,33,34,8,29,9,8,15,0,31,19,2,24,2,27,18,3,30,0,28,18,36,16,6,10,18,28,4,8,14,30,23,5,7,4,4,28,34,2,19,16,6,30,20,5,29,3,29,17,18,3,34,17,9,34,20,34,21,15,10,2,16,19,19,15,11,9,27,21,33,6,19,31,23,7,20,22,32,21,7,2,27,8,25,0,1,
33,29,4,14,9,1,6,36,16,25,36,10,31,2,31,17,26,2,18,31,3,7,9,1,10,27,17,13,25,28,19,11,12,14,12,14,8,26,0,14,1,8,8,12,22,22,16,0,1,13,3,10,15,36,18,9,34,35,19,36,34,17,8,3,5,4,28,26,17,30,34,18,27,12,5,27,27,10,30,26,12,16,30,33,15,7,24,4,27,27,15,9,23,35,36,27,6,27,3,22,
23,6,13,34,10,23,8,29,23,5,20,20,9,9,16,0,9,29,26,32,13,16,5,29,28,28,16,21,22,32,4,28,13,9,12,18,15,1,17,11,20,21,2,16,32,14,32,15,16,4,14,7,11,8,14,33,6,19,21,29,21,7,34,7,0,24,5,24,26,24,34,0,29,28,25,30,2,25,25,32,1,11,18,27,14,27,14,34,8,1,6,18,35,32,4,9,26,6,11,27,
34,4,6,15,0,9,35,11,31,19,6,21,11,25,23,13,20,33,10,23,28,21,32,36,22,6,18,26,26,20,31,29,8,33,9,34,29,31,3,22,5,34,17,3,25,16,29,10,32,4,20,32,9,11,7,19,20,18,24,18,24,4,25,8,35,13,28,4,14,29,30,33,28,6,3,21,33,21,28,27,35,17,30,22,12,5,2,2,26,19,11,10,23,8,13,13,20,13,10,13,
35,5,14,8,27,23,15,1,11,8,6,21,15,20,26,36,16,26,14,13,26,22,14,22,34,2,3,13,27,29,33,18,27,17,31,6,21,29,29,36,19,35,11,22,22,5,11,32,29,24,34,11,2,15,26,35,18,29,32,16,31,35,8,3,26,22,19,31,9,22,27,15,14,23,27,18,29,17,17,21,21,7,22,23,12,36,27,19,13,32,36,7,21,11,14,21,13,0,33,8,
0,33,8,30,2,6,24,26,12,16,24,24,15,28,25,23,0,28,24,27,13,24,28,10,32,14,16,36,32,36,22,18,23,13,17,20,13,1,0,32,12,14,36,7,0,6,24,10,4,5,27,14,9,7,18,14,5,7,0,24,10,13,21,30,0,17,32,23,18,15,7,10,11,30,10,11,7,30,35,26,18,0,28,29,33,10,22,14,22,21,4,11,7,17,30,11,26,31,4,14,
33,4,32,23,12,20,31,26,2,8,7,21,1,31,36,15,30,34,9,23,36,36,15,13,19,6,35,10,5,28,27,29,13,13,1,5,11,7,35,26,14,26,22,6,14,26,3,19,34,28,32,27,17,18,14,23,23,13,15,25,24,1,24,26,15,8,16,32,18,22,0,16,14,22,21,12,27,32,20,9,21,0,14,19,31,36,4,33,22,20,22,29,2,35,10,22,0,31,1,4,
9,30,26,8,25,14,26,29,35,10,4,32,28,18,3,36,32,26,3,8,32,28,20,12,13,25,18,12,14,10,36,9,9,7,22,13,17,5,31,36,35,23,28,6,27,36,15,34,2,35,12,3,35,26,18,19,28,27,10,14,6,17,22,31,20,27,30,36,33,19,17,21,9,18,23,12,23,30,18,18,19,4,28,2,24,6,5,22,32,32,10,7,30,12,30,32,11,27,36,10,
34,23,19,31,34,29,13,36,22,26,6,4,4,29,33,23,9,23,30,25,6,0,28,27,9,13,26,8,16,22,22,34,5,11,2,33,20,13,23,9,0,29,6,23,33,18,20,4,7,7,35,19,28,25,31,20,24,7,10,22,32,0,18,32,0,24,23,10,28,0,3,16,0,0,22,29,30,6,6,6,32,26,35,31,14,18,33,24,28,26,26,16,20,8,17,3,12,33,20,29,
